Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Title,Price,Image,Brand,Battery Cell,Vendor,Vendor Price,Quantity
"Laptop, battery, adapter, cables and user manuals",G15-5511,D560824WIN9B,G15-5511,,Dark Shadow Grey,Gaming Laptop,Gaming,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,11260H,2.6 GHz upto max turbo frequency at 4.4 Ghz,12,NVIDIA GeForce RTX 3050,8.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x HiSpeed USB 2.0, 2 x HiSpeed USB 2.0 with PowerShare, 3 x USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode, 4 x SuperSpeed USB 3.2",1 x HDMI 2.0 port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display,Yes,Yes,Intel Wi-Fi 6 AX201 (2x2),v5.0,357 x 272 x 24.9 mm,2.65 kg,Not Available,HD,English International Backlit Keyboard Orange,Yes,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5511 Gaming Laptop  (15.6 inch, Dark Shadow Grey, 2.65 kg, With MS Office)","₹73,490",https://rukminim1.flixcart.com/image/416/416/l59xq4w0/computer/h/u/z/-original-imagfzmncb5nfzhw.jpeg?q=70,DELL,3 cell,"Ret1,Amazon",66141.0,13228
"Laptop, Power Adaptor, User Guide, Warranty Documents",X515JA-EJ562TS,90NB0SR2-M33200|| 90NB0SR2-M41160,,,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1035G1,1.0 GHz with Turbo Boost Upto 3.6 GHz,6,Intel Integrated UHD,4.0,64 bit,Windows 10 Home,,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD LED Backlit Anti-glare Display (16:9, 200nits Brightness, NTSC: 45% Color Gamut, 83% Screen-to-body Ratio)",Built-in Speaker,Built-in Microphone,Wi-Fi 5(802.11ac) Dual Band (1*1),v4.1,360.2 x 234.9 x 19.9,1.80 Kg,Not Available,VGA Webcam,Chiclet Keyboard with Num-key,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS Core i5 10th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515JA-EJ562TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)","₹49,990",https://rukminim1.flixcart.com/image/416/416/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,ASUS,2 Cell,"Ret1,Amazon",44991.0,8998
"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",S3402ZA-KM501WS,90NB0WE1-M007U0,S3402ZA-KM501WS,Vivobook S14 OLED (2022) Intel EVO,Neutral Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12500H,4.5,18,Intel Integrated Iris Xe Graphics,8.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4 supports display, power delivery",1x HDMI 2.0b,No,35.56 cm (14 Inch),2880 x 1800 Pixels,"OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut)",Built in speaker,Built in array microphone,Wi-Fi 6E(802.11ax),v5.2,316.4 x 224.5 x 18.9 mm,1.50 Kg,Not Available,"720p HD camera, with privacy shutter",Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)","₹71,990",https://rukminim1.flixcart.com/image/416/416/l2urv680/computer/a/v/k/-original-image333jzhyzhyt.jpeg?q=70,ASUS,3,"Ret1,Amazon",64791.0,12958
"Laptop, Power Adaptor, User Guide, Warranty Documents",E15,20TDS0A000,,ThinkPad E15,Black,Laptop,Processing & Multitasking,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,8 MB,Intel Integrated UHD,,64 bit,Windows 10 Home,,,"1 x USB 2.0, 1 x USB 3.2 Gen 1 (Always On), 1 x Thunderbolt 4, USB 4 40 Gbps (Support Data Transfer, Power Delivery 3.0 and Display Port 1.4)",,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,Full HD LED Anti-glare Display,,,"Intel Wireless-AC 9560, 802.11ac Dual Band (2x2) Wi-Fi",v5.1,365 x 240 x 18.9 mm,1.7 kg,Not Available,720p (With Think Shutter),English Backlit Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Laptop  (15.6 inch, Black, 1.7 kg)","₹63,990",https://rukminim1.flixcart.com/image/416/416/kngd0nk0/computer/k/q/5/na-laptop-lenovo-original-imag24kvhrgqvjut.jpeg?q=70,Lenovo,3 cell,"Ret1,Amazon",57591.0,11518
"MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",Z124J002KD,Z12400096,,MacBook Air,Space Grey,Thin and Light Laptop,Processing & Multitasking,No,Apple,M1,Yes,512 GB,16 GB,DDR4,Apple M1 Chip,,,,8.0,,Mac OS Big Sur,,Yes,,,No,33.78 cm (13.3 inch),2560 x 1600 Pixels,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 10.9,1.29 Kg,Not Available,720p FaceTime HD Webcam,Backlit Magic Keyboard,Yes,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J002KD  (13.3 inch, Space Grey, 1.29 Kg)","₹1,29,990",https://rukminim1.flixcart.com/image/416/416/kyt0ya80/computer/b/v/q/na-thin-and-light-laptop-apple-original-imagaygvkp7pjexm.jpeg?q=70,APPLE,,"Ret1,Amazon",116991.0,23398
"Laptop, Power Adaptor, User Guide, Warranty Documents",FX506LH-HN258WS,90NR03U2-M10250,FX506LH-HN258WS,TUF Gaming F15,Black Plastic,Gaming Laptop,Gaming,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,10300H,4.5,8,NVIDIA GeForce GTX 1650,4.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 2.0 Type-A, 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C support DisplayPort",1x HDMI 2.0b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels pixel,"FHD, Value IPS-level, anti-glare display (250nits Brightness, 62.5% SRGB)",Built in dual speakers,Built-in array microphone,Wi-Fi 6(802.11ax),v5.2,359 x 256 x 24.9 mm,2.30 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard RGB,Yes,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LH-HN258WS Gaming Laptop  (15.6 Inch, Black Plastic, 2.30 Kg, With MS Office)","₹56,990",https://rukminim1.flixcart.com/image/416/416/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70,ASUS,3,"Ret1,Amazon",51291.0,10258
"Laptop, Power Adaptor, User Guide, Warranty Documents",14s-dq3033tu,637S4PA#ACJ,14s-dq3033tu,,Jet Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,Intel,Pentium Quad Core,Yes,256 GB,8 GB,DDR4,N6000,1.1 GHz with Max Turbo Boost Frequency Up to 3.3 GHz,4,Intel Integrated UHD,4.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,No,35.56 cm (14 inch),1366 x 768 Pixel,"HD micro-edge, BrightView, Brightness: 250 nits, 112 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1),v4.2,324 x 225 x 17.9 mm,1.46 kg,Not Available,HP True Vision 720p HD camera,"Full-size, Jet Black Keyboard",No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"HP Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) 14s-dq3033tu Thin and Light Laptop  (14 inch, Jet Black, 1.46 kg, With MS Office)","₹31,990",https://rukminim1.flixcart.com/image/416/416/kzrbiq80/computer/i/e/g/14s-dq3033tu-thin-and-light-laptop-hp-original-imagbpb2uunyvvhc.jpeg?q=70,HP,3 cell,"Ret1,Amazon",28791.0,5758
"Laptop, battery, Power adapter, warranty document, user guide, USB Ethernet adapter",14-dv1000TU,50N46PA#ACJ,14-dv1000TU,Pavilion,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1155G7,4.0 GHz,8 MB,Intel Integrated Intel Iris Xe Graphics,4.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB type C, 2 x USB type A",1 x HDMI,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut, 157 ppi)",Dual speakers,Yes,Realtek RTL8822CE 802.11a/b/g/n/ac,v5.0,325 x 216.6 x 17.0mm,1.41 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit, Natural Silver keyboard",Yes,1 Year onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv1000TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg, With MS Office)","₹57,490",https://rukminim1.flixcart.com/image/416/416/kyvvtzk0/computer/2/7/l/-original-imagbygbzq27x6sy.jpeg?q=70,HP,3 cell,"Ret1,Amazon",51741.0,10348
"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",X515EA-EZ501WS,90NB0TY1-M01N30,X515EA-EZ501WS,Vivobook 15 Touch,Slate Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1135G7,Base Frequency 2.4 GHz upto Max Turbo Frequency at 4.2 GHz,8 MB,Intel Integrated Iris Xe,4.0,,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,Yes,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS-level Panel, Touchscreen Glossy Display, Brightness: 250nits, 45% NTSC color gamut, 83% Screen-to-Body Ratio",Built-in Speaker,Built-in Microphone,Wi-Fi 5 (802.11ac) (Dual band) 1 x 1,v4.1,360 x 235 x 19.9,1.80 kg,Not Available,VGA camera,Chiclet Keyboard with Num-key,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"ASUS Vivobook 15 Touch Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EZ501WS Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 kg, With MS Office)","₹49,990",https://rukminim1.flixcart.com/image/416/416/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70,ASUS,2 Cell,"Ret1,Amazon",44991.0,8998
"Laptop, Power Adaptor, User Guide, Warranty Documents",XL21,71008300234,XL21,X1 Slim Series,Cosmic Blue,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",No,Intel,Core i5,Yes,512 GB,8 GB,LPDDR4X,1035G1,1.0 GHz upto Max Turbo Frequency at 3.6 GHz,6,Intel Integrated UHD Graphics,4.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,2 x USB 3.0,1 x HDMI 1.4,No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%)",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,v5.1,323.3 x 14.8 x 211.1 mm,1.24 kg,Not Available,HD Webcam,Backlit Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"Infinix X1 Slim Series Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop  (14 Inch, Cosmic Blue, 1.24 kg)","₹39,990",https://rukminim1.flixcart.com/image/416/416/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70,Infinix,,"Ret1,Amazon",35991.0,7198
"Laptop, Power Adaptor, User Guide, Warranty Documents",XL11,71008300056,INBook X1,INBook X1,Aurora Green,Thin and Light Laptop,"Everyday Use, Performance, Processing & Multitasking",No,Intel,Core i3,Yes,256 GB,8 GB,LPDDR4X,1005G1,1.2 GHz Max Frequency Upto 3.4GHz,,Intel Integrated UHD,2.0,64 bit,Windows 11 Home,Windows 11,Yes,"1 x USB 2.0, 2 x USB 3.0",1 x HDMI1.4,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%)",Built-in Speakers,Built-in Dual Microphone,,v5.1,323.5 x 219.5 x 16.3,1.48 kg,Not Available,720P HD,Backlit Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop  (14 inch, Aurora Green, 1.48 kg)","₹29,990",https://rukminim1.flixcart.com/image/416/416/kw3v0cw0/computer/7/f/t/inbook-x1-thin-and-light-laptop-infinix-original-imag8vfsvgu6jqxz.jpeg?q=70,Infinix,,"Ret1,Amazon",26991.0,5398
"Laptop, Power Adaptor, User Guide, Warranty Documents",V14 ITL G2,82KA00LLIH,V14 ITL Gen 2,,Iron Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,8MB,Intel Integrated Iris Xe,,64 bit,Windows 10 Home,Windows 10 Home,,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",1 x HDMI 1.4,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD IPS LED Anti-glare Display,Yes,,802.11ac 2x2 Wi-Fi,v5.0,324.2 x 215.2 x 19.9 mm,1.6 kg,Not Available,1M HD Camera,Hindi Keyboard,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) V14 ITL G2 Thin and Light Laptop  (14 inch, Iron Grey, 1.6 kg, With MS Office)","₹54,990",https://rukminim1.flixcart.com/image/416/416/ktrk13k0/computer/t/m/0/v14-itl-gen-2-thin-and-light-laptop-lenovo-original-imag7fh8juwph85h.jpeg?q=70,Lenovo,2 Cell,"Ret1,Amazon",49491.0,9898
"MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",MGN73HN/A,MGN73HN/A,,2020 Macbook Air,Space Grey,Thin and Light Laptop,Processing & Multitasking,No,Apple,M1,Yes,512 GB,8 GB,DDR4,Apple M1 Chip,,,,8.0,,Mac OS Big Sur,,Yes,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 10.9 mm,1.29 kg,Not Available,720p FaceTime HD Webcam,Backlit Magic Keyboard,,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGN73HN/A  (13.3 inch, Space Grey, 1.29 kg)","₹1,09,990",https://rukminim1.flixcart.com/image/416/416/khdqnbk0/computer/5/d/e/apple-original-imafxfyqkdfxqjab.jpeg?q=70,APPLE,,"Ret1,Amazon",98991.0,19798
"Laptop, Battery, Adapter, Cables and User Manual",Inspiron 7415,D560635WIN9P,,Inspiron,Pebble Green,2 in 1 Laptop,Processing & Multitasking,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR4,5700U,1.8 GHz Upto Max Turbo Frequency at 4.3 GHz,8,AMD Radeon,8.0,64 bit,Windows 11 Home,,Yes,"2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C with Power Delivery and Video",1 x HDMI Port (v1.4),Yes,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA Truelife Touch 60Hz Narrow Border Display with Dell Active Pen,Built-in Speaker,Built-in Microphone,Intel Wi-Fi 6 AX200 (2x2) Wi-Fi,v5.1,16.32 - 17.95 x 321 x 211,1.56 Kg,Not Available,HD Webcam,Backlit Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"DELL Inspiron Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Laptop  (14 inch, Pebble Green, 1.56 Kg, With MS Office)","₹85,490",https://rukminim1.flixcart.com/image/416/416/l4d2ljk0/computer/s/1/9/-original-imagf9x3mjdwmnxg.jpeg?q=70,DELL,4 Cell,"Ret1,Amazon",76941.0,15388
"Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad 5 15ITL05,82FG01B5IN,IdeaPad 5 15ITL05,IdeaPad,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1135G7,4.2,8,Intel Integrated Iris Xe Graphics,4.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 3.2 Gen 1, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1",1x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"FHD, IPS (300 nits Anti-glare, 45% NTSC)",Built in dual stereo speakers,Dual array microphone,"Wi-Fi 6 11ax, 2x2",v5.1,356.67 x 233.13 x 17.9 mm,1.66 Kg,Not Available,720p,"Backlit, English",Yes,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,"Lenovo IdeaPad Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad 5 15ITL05 Thin and Light Laptop  (15.6 Inch, Graphite Grey, 1.66 Kg, With MS Office)","₹61,990",https://rukminim1.flixcart.com/image/416/416/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Lenovo,,"Ret1,Amazon",55791.0,11158
"Laptop, Battery, Adapter, Cables and User Manuals",X515EA-EJ322WS,90NB0TY2-M00JK0,X515EA-EJ322WS,Vivobook 15,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,6,Intel Integrated UHD,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4 port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD 16:9 Aspect ratio, LED Backlit, 200nits, 45% NTSC Color Gamut, Anti-glare display",Built-in Speaker,Built-in Microphone,Wi-Fi 5(802.11ac) (Dual band) 1x1,v4.1,360 x 235 x 19.9 mm,1.80 kg,Not Available,VGA camera,Chiclet Keyboard with Num-key,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)","₹36,990",https://rukminim1.flixcart.com/image/416/416/ksyz8280/computer/f/9/9/x515ea-ej302ts-thin-and-light-laptop-asus-original-imag6fc9kxzc6rrh.jpeg?q=70,ASUS,2 Cell,"Ret1,Amazon",33291.0,6658
"Laptop, Power Adaptor, User Guide, Warranty Documents",PH315-53,NH.QCYSI.008,,Predator Helios 300,Black,Gaming Laptop,"Gaming, Processing & Multitasking",No,Intel,Octa Core i7,Yes,256 GB,16 GB,DDR4,10870H,,,NVIDIA GeForce RTX 3060,,64 bit,Windows 10 Home,,Yes,"1 x USB Type-C Port (USB 3.2 Gen 2), 1 x USB 3.2 Gen 2 Port with Power-Off Charging, 2 x USB 3.2 Gen 1 Ports",1 x HDMI,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD LED Backlit IPS ComfyView Display (300 nits Brightness, 72% NTSC Color Gamut)",Built-in Speakers,Built-in Dual Microphones,Killer Wi-Fi 6 AX1650i,v5.1,363.4 x 255 x 22.9,2.3 kg,Not Available,720p HD Webcam,FineTip RGB-backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,"acer Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) PH315-53 Gaming Laptop  (15.6 inch, Black, 2.3 kg)","₹94,990",https://rukminim1.flixcart.com/image/416/416/kuvkcy80/computer/x/s/4/na-gaming-laptop-acer-original-imag7whp2f8fgpaz.jpeg?q=70,acer,4,"Ret1,Amazon",85491.0,17098
"MacBook Pro, 67W USB-C Power Adapter, USB-C Charge Cable (2 m)",MNEP3HN/A,MNEP3HN/A,MacBook Pro,2022 MacBook Pro,Silver,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,,,8.0,,Mac OS Monterey,,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,No,33.78 cm (13.3 Inch),2560 x 1600 Pixel,"Retina display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic Array with High Signal-to-noise Ratio and Directional Beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 212.4 x 15.6,1.38 Kg,Not Available,720p FaceTime HD camera,Backlit Magic Keyboard,Yes,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEP3HN/A  (13.3 Inch, Silver, 1.38 Kg)","₹1,24,990",https://rukminim1.flixcart.com/image/416/416/l4hcx3k0/computer/g/u/k/macbook-pro-thin-and-light-laptop-apple-original-imagfdewfh9z3pee.jpeg?q=70,APPLE,,"Ret1,Amazon",112491.0,22498
"Laptop , Adapter & User Manuals",V15 G2 ITL,82KBA002IH,V15 G2 ITL,,Iron Grey,Laptop,Everyday Use,No,Intel,Core i3,Yes,256 GB,4 GB,DDR4,,,,Intel Integrated,,,DOS,,,,,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,,,,,YES,,,Not Available,,,,1 Year Warranty,Onsite,Manufacturing Defect,Physical Damage,,"Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/DOS) V15 G2 ITL Laptop  (15.6 inch, Iron Grey)","₹29,990",https://rukminim1.flixcart.com/image/416/416/ksuowi80/screen-guard/tempered-glass/s/b/y/lenovo-ideapad-slim-3-2021-11th-gen-intel-core-i5-15-6-original-imag6c6j77gcv3vu.jpeg?q=70,Lenovo,,"Ret1,Amazon",26991.0,5398
"Laptop, Power Adaptor, User Guide, Warranty Documents",IPG3-15IHU6,82K1004EIN,,IdeaPad Gaming 3i,Shadow Black,Gaming Laptop,Gaming,No,Intel,Core i7,Yes,512 GB,8 GB,DDR4,11370H,3.3 GHz with Turbo Boost Upto 4.8 GHz,,NVIDIA GeForce RTX 3050,,64 bit,Windows 10 Home,Windows 10 Home,Yes,"1 x USB-C 3.2 Gen 1, 2 x USB 3.2 Gen",1x HDMI 2.0,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD (IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer)",Built-in Stereo Speakers,Built-in array microphone,"11ax, 2x2",v5.0,359.6 x 251.9 x 24.2 mm,2.25 kg,Not Available,720p with Camera Shutter,"White backlit, English",Yes,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,"Lenovo IdeaPad Gaming 3i Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) IPG3-15IHU6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)","₹72,990",https://rukminim1.flixcart.com/image/416/416/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,Lenovo,,"Ret1,Amazon",65691.0,13138
